ID	Source	Change	System	Output
Bribri0069	Ye' tö ù sú̠	TENSE:PRF_REC	GPT_EX3____	Ye' tö ù sé̠
Bribri0069	Ye' tö ù sú̠	TENSE:PRF_REC	GPT_EX5____	Ye' tö ù sé̠
Bribri0069	Ye' tö ù sú̠	TENSE:PRF_REC	GPT_EX10___	Ye' tö ù súé̠
Bribri0069	Ye' tö ù sú̠	TENSE:PRF_REC	GPT_EX20___	Ye' tö ù súé̠
Bribri0069	Ye' tö ù sú̠	TENSE:PRF_REC	GPT_EX10BGR	Ye' tö ù sé̠
Bribri0070	Ye' tö ù sú̠	TENSE:IPFV_PROG, ASPECT:IPFV	TARGET_____	Ye' tso ù sa̠u̠k
Bribri0070	Ye' tö ù sú̠	TENSE:IPFV_PROG, ASPECT:IPFV	GPT_EX3____	Ye' tso ù sú̠k
Bribri0070	Ye' tö ù sú̠	TENSE:IPFV_PROG, ASPECT:IPFV	GPT_EX5____	Ye' tso ù sú̠k
Bribri0070	Ye' tö ù sú̠	TENSE:IPFV_PROG, ASPECT:IPFV	GPT_EX10___	Ye' tso ù su̠ú̠k
Bribri0070	Ye' tö ù sú̠	TENSE:IPFV_PROG, ASPECT:IPFV	GPT_EX20___	Ye' tso ù sú̠k
Bribri0070	Ye' tö ù sú̠	TENSE:IPFV_PROG, ASPECT:IPFV	GPT_EX10BGR	Ye' tso ù sú̠k
Bribri0071	Ye' tö ù sú̠	VOICE:MID, PERSON:NA	TARGET_____	Ù sù̠ne̠
Bribri0071	Ye' tö ù sú̠	VOICE:MID, PERSON:NA	GPT_EX3____	Ù sù̠ne̠
Bribri0071	Ye' tö ù sú̠	VOICE:MID, PERSON:NA	GPT_EX5____	Ù sú̠ne̠
Bribri0071	Ye' tö ù sú̠	VOICE:MID, PERSON:NA	GPT_EX10___	Ù sù̠ne̠
Bribri0071	Ye' tö ù sú̠	VOICE:MID, PERSON:NA	GPT_EX20___	Ù sú̠ne̠
Bribri0071	Ye' tö ù sú̠	VOICE:MID, PERSON:NA	GPT_EX10BGR	Ù sú̠ne̠
Bribri0072	Ye' tö ù sú̠	TYPE:NEG, VOICE:MID, PERSON:NA	TARGET_____	Kë̀ ù sù̠ne̠
Bribri0072	Ye' tö ù sú̠	TYPE:NEG, VOICE:MID, PERSON:NA	GPT_EX3____	Kë̀ ù sù̠ne̠
Bribri0072	Ye' tö ù sú̠	TYPE:NEG, VOICE:MID, PERSON:NA	GPT_EX5____	Kë̀ ù sùne̠
Bribri0072	Ye' tö ù sú̠	TYPE:NEG, VOICE:MID, PERSON:NA	GPT_EX10___	Kë̀ ù sùne̠
Bribri0072	Ye' tö ù sú̠	TYPE:NEG, VOICE:MID, PERSON:NA	GPT_EX20___	Kë̀ ù sú̀ne̠
Bribri0072	Ye' tö ù sú̠	TYPE:NEG, VOICE:MID, PERSON:NA	GPT_EX10BGR	Kë̀ ù sùne̠
Bribri0073	Ye' tö ù sú̠	TENSE:PRF_REC, VOICE:MID, PERSON:NA	TARGET_____	Ù sù̠na̠
Bribri0073	Ye' tö ù sú̠	TENSE:PRF_REC, VOICE:MID, PERSON:NA	GPT_EX3____	Ù sù̠na̠
Bribri0073	Ye' tö ù sú̠	TENSE:PRF_REC, VOICE:MID, PERSON:NA	GPT_EX5____	Ù sù̠na̠
Bribri0073	Ye' tö ù sú̠	TENSE:PRF_REC, VOICE:MID, PERSON:NA	GPT_EX10___	Ù sù̠na̠
Bribri0073	Ye' tö ù sú̠	TENSE:PRF_REC, VOICE:MID, PERSON:NA	GPT_EX20___	Ù sù̠na̠
Bribri0073	Ye' tö ù sú̠	TENSE:PRF_REC, VOICE:MID, PERSON:NA	GPT_EX10BGR	Ù sù̠na̠
Bribri0074	Ye' tö ù sú̠	TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	TARGET_____	Ù sú̠r
Bribri0074	Ye' tö ù sú̠	TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	GPT_EX3____	Ù sù̠r
Bribri0074	Ye' tö ù sú̠	TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	GPT_EX5____	Ù sú̠r
Bribri0074	Ye' tö ù sú̠	TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	GPT_EX10___	Ù sú̠r
Bribri0074	Ye' tö ù sú̠	TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	GPT_EX20___	Ù sú̠r
Bribri0074	Ye' tö ù sú̠	TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	GPT_EX10BGR	Ù sú̠r
Bribri0075	Ye' tö ù sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	TARGET_____	Kë̀ ù sú̠r
Bribri0075	Ye' tö ù sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	GPT_EX3____	Kë̀ ù sú̠r
Bribri0075	Ye' tö ù sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	GPT_EX5____	Kë̀ ù sú̠r
Bribri0075	Ye' tö ù sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	GPT_EX10___	Kë̀ ù sú̠r
Bribri0075	Ye' tö ù sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	GPT_EX20___	Kë̀ ù sú̠r
Bribri0075	Ye' tö ù sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	GPT_EX10BGR	Kë̀ ù sú̠r
Bribri0076	Ye' tö ù sú̠	TYPE:NEG	TARGET_____	Ye' kë̀ wa̠ ù sù̠ne̠
Bribri0076	Ye' tö ù sú̠	TYPE:NEG	GPT_EX3____	Ye' kë̀ wa̠ ù sú̠ne̠
Bribri0076	Ye' tö ù sú̠	TYPE:NEG	GPT_EX5____	Ye' kë̀ wa̠ ù sù̠ne̠
Bribri0076	Ye' tö ù sú̠	TYPE:NEG	GPT_EX10___	Ye' kë̀ wa̠ ù sù̠ne̠
Bribri0076	Ye' tö ù sú̠	TYPE:NEG	GPT_EX20___	Ye' kë̀ wa̠ ù sù̠ne̠
Bribri0076	Ye' tö ù sú̠	TYPE:NEG	GPT_EX10BGR	Ye' kë̀ wa̠ ù sù̠ne̠
Bribri0077	Ye' tö ù sú̠	TENSE:PAS_PLU, VOICE:MID, PERSON:NA	TARGET_____	Ù sú̠rule
Bribri0077	Ye' tö ù sú̠	TENSE:PAS_PLU, VOICE:MID, PERSON:NA	GPT_EX3____	Ù sú̠ne̠
Bribri0077	Ye' tö ù sú̠	TENSE:PAS_PLU, VOICE:MID, PERSON:NA	GPT_EX5____	Ù sú̠ne̠
Bribri0077	Ye' tö ù sú̠	TENSE:PAS_PLU, VOICE:MID, PERSON:NA	GPT_EX10___	Ù sú̠ne̠
Bribri0077	Ye' tö ù sú̠	TENSE:PAS_PLU, VOICE:MID, PERSON:NA	GPT_EX20___	Ù sú̠tè̠na̠
Bribri0077	Ye' tö ù sú̠	TENSE:PAS_PLU, VOICE:MID, PERSON:NA	GPT_EX10BGR	Ù sú̠na̠
Bribri0078	Ye' tö ù sú̠	TENSE:PAS_PLU, PERSON:3_PL	TARGET_____	Ie'pa wa̠ ù sú̠rule
Bribri0078	Ye' tö ù sú̠	TENSE:PAS_PLU, PERSON:3_PL	GPT_EX3____	Ie'pa bák ù skö̠́k
Bribri0078	Ye' tö ù sú̠	TENSE:PAS_PLU, PERSON:3_PL	GPT_EX5____	Ye' wa̠ ù sú̠rule
Bribri0078	Ye' tö ù sú̠	TENSE:PAS_PLU, PERSON:3_PL	GPT_EX10___	Ye'pa wa̠ ù sú̠rule
Bribri0078	Ye' tö ù sú̠	TENSE:PAS_PLU, PERSON:3_PL	GPT_EX20___	Ie' wa̠ ù sú̠rule
Bribri0078	Ye' tö ù sú̠	TENSE:PAS_PLU, PERSON:3_PL	GPT_EX10BGR	Ie'pa wa̠ ù sú̠rule
Bribri0079	Ye' tö ù sú̠	TYPE:NEG, TENSE:PAS_PLU, PERSON:3_PL	TARGET_____	Ie'pa kë̀ wa̠ ù sú̠rule
Bribri0079	Ye' tö ù sú̠	TYPE:NEG, TENSE:PAS_PLU, PERSON:3_PL	GPT_EX3____	Ye' kë̀ wa̠ ù sú̠rule
Bribri0079	Ye' tö ù sú̠	TYPE:NEG, TENSE:PAS_PLU, PERSON:3_PL	GPT_EX5____	Ye' kë̀ wa̠ ù sú̠rule
Bribri0079	Ye' tö ù sú̠	TYPE:NEG, TENSE:PAS_PLU, PERSON:3_PL	GPT_EX10___	Ye' kë̀ wa̠ ù sú̠rule
Bribri0079	Ye' tö ù sú̠	TYPE:NEG, TENSE:PAS_PLU, PERSON:3_PL	GPT_EX20___	Ye' kë̀ wa̠ ù sú̠rule
Bribri0079	Ye' tö ù sú̠	TYPE:NEG, TENSE:PAS_PLU, PERSON:3_PL	GPT_EX10BGR	Ie'pa kë̀ wa̠ ù sú̠rule
Bribri0080	Ye'r i sú̠	TYPE:NEG	TARGET_____	Ye' kë̀ wa̠ i sù̠ne̠
Bribri0080	Ye'r i sú̠	TYPE:NEG	GPT_EX3____	Ye'r kë̀ wa̠ i sú̠ne̠
Bribri0080	Ye'r i sú̠	TYPE:NEG	GPT_EX5____	Ye'r kë̀ wa̠ i sú̠ne̠
Bribri0080	Ye'r i sú̠	TYPE:NEG	GPT_EX10___	Ye'r kë̀ wa̠ i sú̠ne̠
Bribri0080	Ye'r i sú̠	TYPE:NEG	GPT_EX20___	Ye'r kë̀ wa̠ i sú̠ne̠
Bribri0080	Ye'r i sú̠	TYPE:NEG	GPT_EX10BGR	Ye'r kë̀ wa̠ i sú̠ne̠
Bribri0081	Ye'r i sú̠	TENSE:PRF_REC	TARGET_____	Ye'r i sa̠wé̠
Bribri0081	Ye'r i sú̠	TENSE:PRF_REC	GPT_EX3____	Ye'r i súé
Bribri0081	Ye'r i sú̠	TENSE:PRF_REC	GPT_EX5____	Ye'r i sjú̠
Bribri0081	Ye'r i sú̠	TENSE:PRF_REC	GPT_EX10___	Ye'r i sé̠
Bribri0081	Ye'r i sú̠	TENSE:PRF_REC	GPT_EX20___	Ye'r i sé̠
Bribri0081	Ye'r i sú̠	TENSE:PRF_REC	GPT_EX10BGR	Ye'r i sé̠
Bribri0082	Ye'r i sú̠	TYPE:NEG, TENSE:PRF_REC	TARGET_____	Ye kë̀ wa̠ i sù̠ne̠
Bribri0082	Ye'r i sú̠	TYPE:NEG, TENSE:PRF_REC	GPT_EX3____	Ye'r kë̀ wa̠ i sú̠ne̠
Bribri0082	Ye'r i sú̠	TYPE:NEG, TENSE:PRF_REC	GPT_EX5____	Ye'r kë̀ wa̠ i sú̠ne̠
Bribri0082	Ye'r i sú̠	TYPE:NEG, TENSE:PRF_REC	GPT_EX10___	Ye'r kë̀ wa̠ i sú̠ne̠
Bribri0082	Ye'r i sú̠	TYPE:NEG, TENSE:PRF_REC	GPT_EX20___	Ye'r kë̀ wa̠ i sú̠ne̠
Bribri0082	Ye'r i sú̠	TYPE:NEG, TENSE:PRF_REC	GPT_EX10BGR	Ye'r kë̀ wa̠ i sú̠ne̠
Bribri0083	Ye'r i sú̠	TENSE:IPFV_REC, ASPECT:IPFV	TARGET_____	Ye'r i sa̠wè̠
Bribri0083	Ye'r i sú̠	TENSE:IPFV_REC, ASPECT:IPFV	GPT_EX3____	Ye'r i sù̠
Bribri0083	Ye'r i sú̠	TENSE:IPFV_REC, ASPECT:IPFV	GPT_EX5____	Ye'r i sù̠
Bribri0083	Ye'r i sú̠	TENSE:IPFV_REC, ASPECT:IPFV	GPT_EX10___	Ye'r i sù̠
Bribri0083	Ye'r i sú̠	TENSE:IPFV_REC, ASPECT:IPFV	GPT_EX20___	Ye'r i su̠è
Bribri0083	Ye'r i sú̠	TENSE:IPFV_REC, ASPECT:IPFV	GPT_EX10BGR	Ye'r i sù̠
Bribri0084	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV	TARGET_____	Kë̀ ye'r i sa̠we̠
Bribri0084	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV	GPT_EX3____	Kë̀ ye'r i sa̠we̠
Bribri0084	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV	GPT_EX5____	Kë̀ ye'r i sú̠e̠
Bribri0084	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV	GPT_EX10___	Kë̀ ye'r i sú̠e̠
Bribri0084	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV	GPT_EX20___	Kë̀ ye'r i sú̠
Bribri0084	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV	GPT_EX10BGR	Kë̀ ye'r i sú̠e
Bribri0085	Ye'r i sú̠	MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:NA	TARGET_____	I sa̠ú̠
Bribri0085	Ye'r i sú̠	MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:NA	GPT_EX3____	Sú̠ i
Bribri0085	Ye'r i sú̠	MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:NA	GPT_EX5____	I sú̠
Bribri0085	Ye'r i sú̠	MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:NA	GPT_EX10___	I sú̠
Bribri0085	Ye'r i sú̠	MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:NA	GPT_EX20___	I sú̠ú̠
Bribri0085	Ye'r i sú̠	MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:NA	GPT_EX10BGR	I sú̠
Bribri0086	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:2_SI	TARGET_____	Kë̀ be' tö i sa̠u̠k
Bribri0086	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:2_SI	GPT_EX3____	Kë̀ be'r i sukö̠́k
Bribri0086	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:2_SI	GPT_EX5____	Kë̀ be' sú̠k
Bribri0086	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:2_SI	GPT_EX10___	Kë̀ i sú̠k
Bribri0086	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:2_SI	GPT_EX20___	Kë̀ i skö́k
Bribri0086	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:2_SI	GPT_EX10BGR	Kë̀ i sú̠k
Bribri0087	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:3_SI	TARGET_____	Kë̀ i sa̠wa̠r
Bribri0087	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:3_SI	GPT_EX3____	Kë̀ sú̠r
Bribri0087	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:3_SI	GPT_EX5____	Kë̀ sú̠r
Bribri0087	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:3_SI	GPT_EX10___	Kë̀ i sú̠r
Bribri0087	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:3_SI	GPT_EX20___	Kë̀ i sú̠r
Bribri0087	Ye'r i sú̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:3_SI	GPT_EX10BGR	Kë̀ i sú̠r
Bribri0088	Ye'r i sú̠	MODE:EXH, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:1_PL_INC	TARGET_____	I sa̠ù̠ sö
Bribri0088	Ye'r i sú̠	MODE:EXH, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:1_PL_INC	GPT_EX3____	I sú̠ sö
Bribri0088	Ye'r i sú̠	MODE:EXH, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:1_PL_INC	GPT_EX5____	I sú̠ sö
Bribri0088	Ye'r i sú̠	MODE:EXH, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:1_PL_INC	GPT_EX10___	I sú̠ sö
Bribri0088	Ye'r i sú̠	MODE:EXH, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:1_PL_INC	GPT_EX20___	I sú̠ sö
Bribri0088	Ye'r i sú̠	MODE:EXH, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:1_PL_INC	GPT_EX10BGR	I sú̠ sö
Bribri0089	Ye'r i sú̠	TENSE:FUT_CER, ASPECT:IPFV	TARGET_____	Ye'r i sa̠wè̠râ
Bribri0089	Ye'r i sú̠	TENSE:FUT_CER, ASPECT:IPFV	GPT_EX3____	Ye'r i sô̠râ
Bribri0089	Ye'r i sú̠	TENSE:FUT_CER, ASPECT:IPFV	GPT_EX5____	Ye'r i sù̠râ
Bribri0089	Ye'r i sú̠	TENSE:FUT_CER, ASPECT:IPFV	GPT_EX10___	Ye'r i suèrâ̠
Bribri0089	Ye'r i sú̠	TENSE:FUT_CER, ASPECT:IPFV	GPT_EX20___	Ye'r i suèrâ̠
Bribri0089	Ye'r i sú̠	TENSE:FUT_CER, ASPECT:IPFV	GPT_EX10BGR	Ye'r i suèrâ
Bribri0090	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV	TARGET_____	Kë̀ ye'r i sa̠wè̠pa
Bribri0090	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV	GPT_EX3____	Kë̀ ye'r i sú̠pa
Bribri0090	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV	GPT_EX5____	Kë̀ ye'r i sú̠pa
Bribri0090	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV	GPT_EX10___	Kë̀ ye'r i su̠èpa
Bribri0090	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV	GPT_EX20___	Kë̀ ye'r i sú̠pa
Bribri0090	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV	GPT_EX10BGR	Kë̀ ye'r i sú̠pa
Bribri0091	Ye'r i sú̠	TENSE:IPFV_HAB, ASPECT:IPFV	TARGET_____	Ye'r i sa̠wè̠ke̠
Bribri0091	Ye'r i sú̠	TENSE:IPFV_HAB, ASPECT:IPFV	GPT_EX3____	Ye'r i sú̠ke̠
Bribri0091	Ye'r i sú̠	TENSE:IPFV_HAB, ASPECT:IPFV	GPT_EX5____	Ye'r i sú̠ke̠
Bribri0091	Ye'r i sú̠	TENSE:IPFV_HAB, ASPECT:IPFV	GPT_EX10___	Ye'r i su̠èke̠
Bribri0091	Ye'r i sú̠	TENSE:IPFV_HAB, ASPECT:IPFV	GPT_EX20___	Ye'r i su̠kè̠ke̠
Bribri0091	Ye'r i sú̠	TENSE:IPFV_HAB, ASPECT:IPFV	GPT_EX10BGR	Ye'r i sú̠ke̠
Bribri0092	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_HAB, ASPECT:IPFV	TARGET_____	Kë̀ ye'r i sa̠wè̠ku̠
Bribri0092	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_HAB, ASPECT:IPFV	GPT_EX3____	Kë̀ ye'r i sú̠ku̠
Bribri0092	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_HAB, ASPECT:IPFV	GPT_EX5____	Kë̀ ye'r i su̠ku̠
Bribri0092	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_HAB, ASPECT:IPFV	GPT_EX10___	Kë̀ ye'r i sú̠ku̠
Bribri0092	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_HAB, ASPECT:IPFV	GPT_EX20___	Kë̀ ye'r i sú̠ku̠
Bribri0092	Ye'r i sú̠	TYPE:NEG, TENSE:IPFV_HAB, ASPECT:IPFV	GPT_EX10BGR	Kë̀ ye'r i sú̠ku̠
Bribri0093	Ye'r i sú̠	TENSE:FUT_POT, ASPECT:IPFV	TARGET_____	Ye'r i sa̠wè̠mi̠
Bribri0093	Ye'r i sú̠	TENSE:FUT_POT, ASPECT:IPFV	GPT_EX3____	Ye'r i sù̠mi̠
Bribri0093	Ye'r i sú̠	TENSE:FUT_POT, ASPECT:IPFV	GPT_EX5____	Ye'r i sú̠mi̠
Bribri0093	Ye'r i sú̠	TENSE:FUT_POT, ASPECT:IPFV	GPT_EX10___	Ye'r i su̠mi̠
Bribri0093	Ye'r i sú̠	TENSE:FUT_POT, ASPECT:IPFV	GPT_EX20___	Ye'r i su̠mi̠
Bribri0093	Ye'r i sú̠	TENSE:FUT_POT, ASPECT:IPFV	GPT_EX10BGR	Ye'r i su̠mi̠
Bribri0094	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_POT, ASPECT:IPFV	TARGET_____	Kë̀ ye'r i sa̠u̠k
Bribri0094	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_POT, ASPECT:IPFV	GPT_EX3____	Kë̀ ye'r i sú̠k
Bribri0094	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_POT, ASPECT:IPFV	GPT_EX5____	Kë̀ ye'r i su̠k
Bribri0094	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_POT, ASPECT:IPFV	GPT_EX10___	Kë̀ ye'r i sú̠k
Bribri0094	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_POT, ASPECT:IPFV	GPT_EX20___	Kë̀ ye'r i sú̠k
Bribri0094	Ye'r i sú̠	TYPE:NEG, TENSE:FUT_POT, ASPECT:IPFV	GPT_EX10BGR	Kë̀ ye'r i sú̠k
Bribri0095	Ye'r i sú̠	VOICE:MID, PERSON:3_SI	TARGET_____	I sù̠ne̠
Bribri0095	Ye'r i sú̠	VOICE:MID, PERSON:3_SI	GPT_EX3____	I súne̠
Bribri0095	Ye'r i sú̠	VOICE:MID, PERSON:3_SI	GPT_EX5____	I sú̠ne̠
Bribri0095	Ye'r i sú̠	VOICE:MID, PERSON:3_SI	GPT_EX10___	I sú̠ne̠
Bribri0095	Ye'r i sú̠	VOICE:MID, PERSON:3_SI	GPT_EX20___	I sú̠ne̠
Bribri0095	Ye'r i sú̠	VOICE:MID, PERSON:3_SI	GPT_EX10BGR	I sú̠ne̠
Bribri0096	Ye'r i sú̠	VOICE:MID, ABSNUM:PL, PERSON:3_PL	TARGET_____	I sù̠ne̠rak
Bribri0096	Ye'r i sú̠	VOICE:MID, ABSNUM:PL, PERSON:3_PL	GPT_EX3____	Ie'pa i sú̠k
Bribri0096	Ye'r i sú̠	VOICE:MID, ABSNUM:PL, PERSON:3_PL	GPT_EX5____	Ie'pa i sú̠rur
Bribri0096	Ye'r i sú̠	VOICE:MID, ABSNUM:PL, PERSON:3_PL	GPT_EX10___	I sú̠ne̠
Bribri0096	Ye'r i sú̠	VOICE:MID, ABSNUM:PL, PERSON:3_PL	GPT_EX20___	Ie'pa i sú̠ne̠
Bribri0096	Ye'r i sú̠	VOICE:MID, ABSNUM:PL, PERSON:3_PL	GPT_EX10BGR	I sú̠ne̠pa
