ID	Source	Change	System	Output
Maya0058	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:1_PL	GPT_EX20__	* To'one' ma' áak'ab #kek bin tu k'íiwikil koonoli'
Maya0058	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:1_PL	GPT_EX3_POS	To'one' ma' áak'ab k bin tu k'íiwikil koonoli'
Maya0058	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:1_PL	GPT_EX5_POS	To'one' ma' áak'ab k bin tu k'íiwikil koonoli'
Maya0058	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:1_PL	GPT_EX10POS	* To'one' ma' áak'ab #kek bin tu k'íiwikil koonoli'
Maya0058	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:1_PL	GPT_EX20POS	To'one' ma' áak'ab k bin tu k'íiwikil koonoli'
Maya0058	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:1_PL	GPT_EX10BGR	* To'one' ma' áak'ab #kek bin tu k'íiwikil koonoli'
Maya0059	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:2_PL	TARGET_____	Te'exe' ma' áak'ab ka bine'ex tu k'íiwikil koonoli'
Maya0059	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:2_PL	GPT_EX3____	Te'exe' ma' áak'ab ka bine'ex tu k'íiwikil koonoli'
Maya0059	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:2_PL	GPT_EX5____	Te'exe' ma' áak'ab ka bine'ex tu k'íiwikil koonoli'
Maya0059	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:2_PL	GPT_EX10__	Te'exe' ma' áak'ab ka bine'ex tu k'íiwikil koonoli'
Maya0059	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:2_PL	GPT_EX20__	Te'exe' ma' áak'ab ka bine'ex tu k'íiwikil koonoli'
Maya0059	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:2_PL	GPT_EX3_POS	* Te'exe' ma' áak'ab ka bine'ex k'íiwikil koonoli'
Maya0059	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:2_PL	GPT_EX5_POS	* Te'exe' ma' áak'ab ka bine'ex k'íiwikil koonoli'
Maya0059	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:2_PL	GPT_EX10POS	Te'exe' ma' áak'ab ka bine'ex tu k'íiwikil koonoli'
Maya0059	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:2_PL	GPT_EX20POS	* Te'exe' ma' áak'ab ka bine'ex k'íiwikil koonoli'
Maya0059	[Tene' ma' áak'ab kin bin tu k'íiwikil koonoli']	PERSON:2_PL	GPT_EX10BGR	Te'exe' ma' áak'ab ka bine'ex tu k'íiwikil koonoli'
Maya0060	[Kin wilikech tu k'íiwikil koonol]	PERSON:2_SI	TARGET_____	Ka wiliken tu k'íiwikil koonol
Maya0060	[Kin wilikech tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX3____	Ka wiliken tu k'íiwikil koonol
Maya0060	[Kin wilikech tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX5____	Ka wiliken tu k'íiwikil koonol
Maya0060	[Kin wilikech tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX10__	Ka wiliken tu k'íiwikil koonol
Maya0060	[Kin wilikech tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX20__	Ka wiliken tu k'íiwikil koonol
Maya0060	[Kin wilikech tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX3_POS	* Ka #wilik #a tu k'íiwikil koonol
Maya0060	[Kin wilikech tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX5_POS	* Ka #wilikech tu k'íiwikil koonol
Maya0060	[Kin wilikech tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX10POS	Ka wiliken tu k'íiwikil koonol
Maya0060	[Kin wilikech tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX20POS	Ka wiliken tu k'íiwikil koonol
Maya0060	[Kin wilikech tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX10BGR	Ka wiliken tu k'íiwikil koonol
Maya0061	[Kin wilikech tu k'íiwikil koonol]	PERSON:1_PL	TARGET_____	Kak ilikabáaj tu k'íiwikil koonol
Maya0061	[Kin wilikech tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX3____	* #K #k #wilikech tu k'íiwikil koonol
Maya0061	[Kin wilikech tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX5____	* #K #k #wilikech tu k'íiwikil koonol
Maya0061	[Kin wilikech tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX10__	* #Kin #wilike'ex tu k'íiwikil koonol
Maya0061	[Kin wilikech tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX20__	* #Kin #wilike'ex tu k'íiwikil koonol
Maya0061	[Kin wilikech tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX3_POS	* #K #wilikech tu k'íiwikil koonol
Maya0061	[Kin wilikech tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX5_POS	* #K #wilikech tu k'íiwikil koonol
Maya0061	[Kin wilikech tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX10POS	* #Kin #wilike'ex tu k'íiwikil koonol
Maya0061	[Kin wilikech tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX20POS	* #Kin #wilike'ex tu k'íiwikil koonol
Maya0061	[Kin wilikech tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX10BGR	* #Kin #wilike'ex tu k'íiwikil koonol
Maya0066	[Janalnajen tu k'íiwikil koonol]	PERSON:1_PL	TARGET_____	Janalnajo'on tu k'íiwikil koonol
Maya0066	[Janalnajen tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX3____	* #K #janalnajen tu k'íiwikil koonol
Maya0066	[Janalnajen tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX5____	* #Janalnajk tu k'íiwikil koonol
Maya0066	[Janalnajen tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX10__	Janalnajo'on tu k'íiwikil koonol
Maya0066	[Janalnajen tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX20__	Janalnajo'on tu k'íiwikil koonol
Maya0066	[Janalnajen tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX3_POS	* #Janalnajen tu k'íiwikil koonol
Maya0066	[Janalnajen tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX5_POS	* #Janalnajen tu k'íiwikil koonol
Maya0066	[Janalnajen tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX10POS	Janalnajo'on tu k'íiwikil koonol
Maya0066	[Janalnajen tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX20POS	Janalnajo'on tu k'íiwikil koonol
Maya0066	[Janalnajen tu k'íiwikil koonol]	PERSON:1_PL	GPT_EX10BGR	Janalnajo'on tu k'íiwikil koonol
Maya0067	[Janalnajen tu k'íiwikil koonol]	PERSON:2_PL	TARGET_____	Janalnaje'ex tu k'íiwikil koonol
Maya0067	[Janalnajen tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX3____	* #Janalnajexe'ex tu k'íiwikil koonol
Maya0067	[Janalnajen tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX5____	* #Janalnajen #a #bine'ex tu k'íiwikil koonol
Maya0067	[Janalnajen tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX10__	Janalnaje'ex tu k'íiwikil koonol
Maya0067	[Janalnajen tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX20__	Janalnaje'ex tu k'íiwikil koonol
Maya0067	[Janalnajen tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX3_POS	* #Janalnajen #a #bine'ex k'íiwikil koonol
Maya0067	[Janalnajen tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX5_POS	* #Janalnajen #a #bine'ex tu k'íiwikil koonol
Maya0067	[Janalnajen tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX10POS	* #Te'exe' #janalnajene'ex tu k'íiwikil koonol
Maya0067	[Janalnajen tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX20POS	Janalnaje'ex tu k'íiwikil koonol
Maya0067	[Janalnajen tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX10BGR	Janalnaje'ex tu k'íiwikil koonol
Maya0068	[Janalnajen tu k'íiwikil koonol]	PERSON:2_SI	TARGET_____	J-Jaanech tu k'íiwikil koonol
Maya0068	[Janalnajen tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX3____	* #Janalnajech tu k'íiwikil koonol
Maya0068	[Janalnajen tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX5____	* #Janalnajech tu k'íiwikil koonol
Maya0068	[Janalnajen tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX10__	* #Janalnajech tu k'íiwikil koonol
Maya0068	[Janalnajen tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX20__	* #Janalnajech tu k'íiwikil koonol
Maya0068	[Janalnajen tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX3_POS	* #Janalnajen #a koonol
Maya0068	[Janalnajen tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX5_POS	* #Janalnajech tu k'íiwikil koonol
Maya0068	[Janalnajen tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX10POS	* #Janaljech tu k'íiwikil koonol
Maya0068	[Janalnajen tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX20POS	* #Janalech tu k'íiwikil koonol
Maya0068	[Janalnajen tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX10BGR	* #Janalnajech tu k'íiwikil koonol
Maya0072	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_SI	TARGET_____	Ba'ax k'iin u bin tu k'íiwikil koonol
Maya0072	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX3____	Ba'ax k'iin u bin tu k'íiwikil koonol
Maya0072	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX5____	Ba'ax k'iin u bin tu k'íiwikil koonol
Maya0072	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX10__	Ba'ax k'iin u bin tu k'íiwikil koonol
Maya0072	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX20__	Ba'ax k'iin u bin tu k'íiwikil koonol
Maya0072	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX3_POS	Ba'ax k'iin u bin tu k'íiwikil koonol
Maya0072	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX5_POS	Ba'ax k'iin u bin tu k'íiwikil koonol
Maya0072	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX10POS	Ba'ax k'iin u bin tu k'íiwikil koonol
Maya0072	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX20POS	Ba'ax k'iin u bin tu k'íiwikil koonol
Maya0072	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX10BGR	Ba'ax k'iin u bin tu k'íiwikil koonol
Maya0073	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:2_PL	TARGET_____	Ba'ax k'iin a bine'ex k'íiwikil koonol
Maya0073	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX3____	* Ba'ax k'iin a bine'ex #tu k'íiwikil koonol
Maya0073	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX5____	* Ba'ax k'iin a bine'ex #tu k'íiwikil koonol
Maya0073	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX10__	* Ba'ax k'iin a bine'ex #tu k'íiwikil koonol
Maya0073	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX20__	* Ba'ax k'iin a bine'ex #tu k'íiwikil koonol
Maya0073	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX3_POS	* Ba'ax k'iin a bine'ex #tu k'íiwikil koonol
Maya0073	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX5_POS	* Ba'ax k'iin a bine'ex #tu k'íiwikil koonol
Maya0073	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX10POS	* Ba'ax k'iin a bine'ex #tu k'íiwikil koonol
Maya0073	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX20POS	* Ba'ax k'iin a bine'ex #tu k'íiwikil koonol
Maya0073	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX10BGR	* Ba'ax k'iin a bine'ex #tu k'íiwikil koonol
Maya0074	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_PL	TARGET_____	Ba'ax k'iin u bino'ob k'íiwikil koonol
Maya0074	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX3____	* Ba'ax k'iin u bino'ob #tu k'íiwikil koonol
Maya0074	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX5____	* Ba'ax k'iin u bino'ob #tu k'íiwikil koonol
Maya0074	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX10__	* Ba'ax k'iin u bino'ob #tu k'íiwikil koonol
Maya0074	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX20__	* Ba'ax k'iin u bino'ob #tu k'íiwikil koonol
Maya0074	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX3_POS	* Ba'ax k'iin u bino'ob #tu k'íiwikil koonol
Maya0074	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX5_POS	* Ba'ax k'iin u bino'ob #tu k'íiwikil koonol
Maya0074	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX10POS	* Ba'ax k'iin u bino'ob #tu k'íiwikil koonol
Maya0074	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX20POS	* Ba'ax k'iin u bino'ob #tu k'íiwikil koonol
Maya0074	[Ba'ax k'iin a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX10BGR	* Ba'ax k'iin u bino'ob #tu k'íiwikil koonol
Maya0078	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:2_PL	TARGET_____	Ma' táan wáaj a bine'ex tu k'íiwikil koonol
Maya0078	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX3____	Ma' táan wáaj a bine'ex tu k'íiwikil koonol
Maya0078	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX5____	Ma' táan wáaj a bine'ex tu k'íiwikil koonol
Maya0078	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX10__	Ma' táan wáaj a bine'ex tu k'íiwikil koonol
Maya0078	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX20__	Ma' táan wáaj a bine'ex tu k'íiwikil koonol
Maya0078	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX3_POS	Ma' táan wáaj a bine'ex tu k'íiwikil koonol
Maya0078	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX5_POS	Ma' táan wáaj a bine'ex tu k'íiwikil koonol
Maya0078	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX10POS	Ma' táan wáaj a bine'ex tu k'íiwikil koonol
Maya0078	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX20POS	Ma' táan wáaj a bine'ex tu k'íiwikil koonol
Maya0078	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX10BGR	Ma' táan wáaj a bine'ex tu k'íiwikil koonol
Maya0079	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:3_PL	TARGET_____	Ma' táan wáaj u bino'ob tu k'íiwikil koonol
Maya0079	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX3____	Ma' táan wáaj u bino'ob tu k'íiwikil koonol
Maya0079	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX5____	Ma' táan wáaj u bino'ob tu k'íiwikil koonol
Maya0079	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX10__	Ma' táan wáaj u bino'ob tu k'íiwikil koonol
Maya0079	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX20__	Ma' táan wáaj u bino'ob tu k'íiwikil koonol
Maya0079	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX3_POS	Ma' táan wáaj u bino'ob tu k'íiwikil koonol
Maya0079	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX5_POS	Ma' táan wáaj u bino'ob tu k'íiwikil koonol
Maya0079	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX10POS	Ma' táan wáaj u bino'ob tu k'íiwikil koonol
Maya0079	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX20POS	Ma' táan wáaj u bino'ob tu k'íiwikil koonol
Maya0079	[Ma' táan wáaj a bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX10BGR	Ma' táan wáaj u bino'ob tu k'íiwikil koonol
Maya0080	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_SI	TARGET_____	Sáansamal ka bin tu k'íiwikil koonol
Maya0080	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX3____	Sáansamal ka bin tu k'íiwikil koonol
Maya0080	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX5____	Sáansamal ka bin tu k'íiwikil koonol
Maya0080	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX10__	Sáansamal ka bin tu k'íiwikil koonol
Maya0080	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX20__	Sáansamal ka bin tu k'íiwikil koonol
Maya0080	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX3_POS	Sáansamal ka bin tu k'íiwikil koonol
Maya0080	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX5_POS	Sáansamal ka bin tu k'íiwikil koonol
Maya0080	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX10POS	Sáansamal ka bin tu k'íiwikil koonol
Maya0080	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX20POS	Sáansamal ka bin tu k'íiwikil koonol
Maya0080	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_SI	GPT_EX10BGR	Sáansamal ka bin tu k'íiwikil koonol
Maya0081	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_SI	TARGET_____	Sáansamal ku bin tu k'íiwikil koonol
Maya0081	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX3____	Sáansamal ku bin tu k'íiwikil koonol
Maya0081	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX5____	Sáansamal ku bin tu k'íiwikil koonol
Maya0081	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX10__	Sáansamal ku bin tu k'íiwikil koonol
Maya0081	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX20__	Sáansamal ku bin tu k'íiwikil koonol
Maya0081	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX3_POS	Sáansamal ku bin tu k'íiwikil koonol
Maya0081	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX5_POS	Sáansamal ku bin tu k'íiwikil koonol
Maya0081	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX10POS	Sáansamal ku bin tu k'íiwikil koonol
Maya0081	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX20POS	Sáansamal ku bin tu k'íiwikil koonol
Maya0081	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_SI	GPT_EX10BGR	Sáansamal ku bin tu k'íiwikil koonol
Maya0082	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_PL	TARGET_____	Sáansamal ku bino'ob tu k'íiwikil koonol
Maya0082	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX3____	Sáansamal ku bino'ob tu k'íiwikil koonol
Maya0082	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX5____	Sáansamal ku bino'ob tu k'íiwikil koonol
Maya0082	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX10__	Sáansamal ku bino'ob tu k'íiwikil koonol
Maya0082	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX20__	Sáansamal ku bino'ob tu k'íiwikil koonol
Maya0082	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX3_POS	Sáansamal ku bino'ob tu k'íiwikil koonol
Maya0082	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX5_POS	Sáansamal ku bino'ob tu k'íiwikil koonol
Maya0082	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX10POS	Sáansamal ku bino'ob tu k'íiwikil koonol
Maya0082	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX20POS	Sáansamal ku bino'ob tu k'íiwikil koonol
Maya0082	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:3_PL	GPT_EX10BGR	Sáansamal ku bino'ob tu k'íiwikil koonol
Maya0083	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_PL	TARGET_____	Sáansamal ka bine'ex tu k'íiwikil koonol
Maya0083	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX3____	Sáansamal ka bine'ex tu k'íiwikil koonol
Maya0083	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX5____	Sáansamal ka bine'ex tu k'íiwikil koonol
Maya0083	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX10__	Sáansamal ka bine'ex tu k'íiwikil koonol
Maya0083	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX20__	Sáansamal ka bine'ex tu k'íiwikil koonol
Maya0083	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX3_POS	Sáansamal ka bine'ex tu k'íiwikil koonol
Maya0083	[Sáansamal kin bin tu k'íiwikil koonol]	PERSON:2_PL	GPT_EX5_POS	Sáansamal ka bine'ex tu k'íiwikil koonol
